id;datum;kategorie;bereich;sprachen;disziplinen;titel
rom1908;27.01.2011;kaST;bePR;spÜG;dzSW;Juniorprofessur (W1) für Angewandte Computerlinguistik
rom3746;27.01.2012;kaWI;beAM;spFR spIT spPT spES;dzLW dzSW dzMK;Zs.: Philologie im Netz (PhiN) 58/2011 erschienen
rom0994;27.01.2014;kaTA;beTA;spFR spIT spPT spES spÜG;dzLW dzMK;CfP: Lyrik transkulturell
rom2609;27.01.2014;kaTA;beTP;spÜG;dzLW dzMK;Poetik des Überlebens - Kulturproduktion im Konzentrationslager
rom1179;27.01.2014;kaTA;beTA;spÜG;dzLW dzSW;CfP: Stimme und Performanz in der mittelalterlichen Literatur
rom1663;27.01.2014;kaTA;beTA;spWR;dzSW;Frist verlängert - CfP: Sektion „Kontrastive Phraseologie. Deutsch-Katalanisch und Katalanisch-Deutsch“ / Secció „Fraseologia contrastiva. Alemany-català i català-alemany ” 24. Katalanistentag / 24t Coŀloqui germano-català Ruhr-Universität Bochum
rom3304;27.02.2008;kaWI;beAM;spFR spIT spPT spES spWR;dzLW dzSW;VOX ROMANICA 66 2007 erschienen
rom2119;27.02.2012;kaST;beWS;spFR;dzMK dzWT;Lehrkraft für bes. Aufgaben: Französisch (Interkulturelle Kommunikation Landeskunde Kulturwiss.)
rom0954;27.02.2013;kaTA;beTA;spÜG;dzLW dzMK;CfP: L’art de la réception
rom2372;27.02.2013;kaST;beWS;spFR spES;dzSP;LfbA Methoden handlungs- und produktionsorientierten Fremdsprachenunterrichts
rom1740;27.02.2014;kaST;beSTI;spÜG;dzSW;Hermann Paul Scholarships in Linguistics 2014
rom3524;27.02.2014;kaST;beWS;spÜG;dzSW dzWT;Wiss. Mitarbeiter/in Sprach- und Wissensverarbeitung
rom3127;27.03.2008;kaWI;beAM;spÜG;dzLW dzMK;Translation Studies. An International Peer-reviewed Journal
rom0239;27.03.2008;kaST;beWS;spÜG;dzLW dzSW dzMK dzWT;5 research positions Zukunftskolleg Konstanz
rom3366;27.03.2009;kaST;bePR;spFR spIT;dzLW;W2-Professur für Romanische Literaturwissenschaft (Französisch u. Italienisch)
rom1083;27.03.2009;kaWI;beAM;spÜG;dzLW dzMK;CfP: Sammelband Szenen von Widerspenstigkeit. Geschlecht zwischen Affirmation Subversion und Verweigerung
rom2495;27.03.2009;kaWI;beAM;spFR spIT spPT spES spWR spÜG;dzLW dzSW;Nachruf: Zum Tode des Romanisten Prof. Dr. Rupprecht Rohr
rom0837;27.03.2009;kaTA;beTA;spÜG;dzLW dzSW dzMK;CfP Forum Junge Wissenschaft V:  DAS PRINZIP ‚OSTEN’
rom1943;27.03.2009;kaWI;beAM;spÜG;dzLW dzSW dzMK;Konsolidierung der Aachener Romanistik
rom3768;27.03.2009;kaWI;beAM;spFR spIT spPT spES spWR;dzSW;Zum Tode des Romanisten Professor Dr. Artur Greive
rom0763;27.03.2009;kaTA;beTA;spPT spES;dzSW;CfP: Contrastivica. Deutsch-iberische Tagung zur kontrastiven Linguistik
rom3367;27.03.2009;kaST;bePR;spPT spES;dzSW;W2-Professur für Romanische Philologie / Iberoromanische Sprachwissenschaft
rom1267;27.03.2010;kaTA;beTA;spFR spIT spPT spES spWR spÜG;dzSW dzSP;CfP: XIII Encuentros Complutenses en torno a la Traducción
rom0778;27.03.2012;kaTA;beTA;spFR spIT spPT spES spÜG;dzLW;CfP: Das Theater des Spätmittelalters und der Frühen Neuzeit: Kulturelle Verhandlungen in einer Zeit des Wandels
rom2491;27.03.2012;kaWI;beAM;spÜG;dzLW;Nachruf Prof. Reinhard Klesczewski
rom2857;27.03.2012;kaWI;beAM;spFR spIT spES spÜG;dzLW dzMK dzWT;Ringvorlesung Zeit und Erzählung
rom3293;27.03.2012;kaTA;beTP;spFR spÜG;dzLW dzMK dzWT;Vorlesungsreihe: Junge französische Mediävisten zu Gast in Münster / La jeune génération des médiévistes français invitée à Münster
rom1738;27.03.2012;kaST;beSTI;spÜG;dzSW;Hermann Paul Scholarships in Linguistics 2012
rom1232;27.03.2013;kaTA;beTA;spÜG;dzLW dzMK;CfP: Versteckt - verirrt - verschollen. Reisen und Nichtwissen
rom3093;27.04.2009;kaTA;beTP;spFR spPT spES;dzMK;Tele-Visionen. Fernsehformate in der Romania
rom3684;27.04.2010;kaTA;beTA;spIT;dzMK;CfP Tagung/Workshop: Figurationen der italienischen Migration im Kino
rom2562;27.04.2011;kaWI;beAM;spFR spIT spPT spES spWR spÜG;dzLW dzSW dzMK;Opus Primum - Förderpreis der VolkswagenStiftung für die beste Nachwuchspublikation des Jahres
rom0670;27.04.2011;kaTA;beTA;spES spÜG;dzLW dzSW dzMK dzDK dzWT;CfP: 2011 Humanities Conference (Universidad de Granada)
rom2954;27.04.2011;kaST;beNW;spFR;dzSP;Sprachassistentenstelle 2011-2012 am Lycée militaire von Saint-Cyr
rom3583;27.04.2012;kaST;beWS;spÜG;dzLW;Wissenschaftliche/r Koordinator/in Promotionskolleg „Literaturtheorie als Theorie der Gesellschaft
rom2425;27.04.2012;kaWI;beSTU;spFR;dzMK dzWT;Master- und Aufbaustudiengänge am Frankreich-Zentrum der Universität Freiburg
rom1850;27.04.2012;kaTA;beTA;spES;dzSP;IX Encuentro Práctico de Profesores de ELE en Alemania 2012
rom2067;27.04.2012;kaST;beWS;spÜG;dzSP dzWT;Lecturer in Translation (Dauerstelle Forschung und Lehre)
rom0461;27.05.2008;kaTA;beTP;spFR;dzLW;Atelier du Québec à Bayreuth
rom1484;27.05.2009;kaST;beWS;spFR spES;dzLW dzMK;Doktorand/in Literatur-/Kulturwissenschaft (Span. Französ. 50%)
rom1015;27.05.2009;kaTA;beTA;spÜG;dzSW;CfP: Monolingual Multilingualism? Standard languages and their impact on multilingual policies and practices in Europe: a historical perspective
rom0702;27.05.2010;kaTA;beTA;spIT spÜG;dzLW dzMK dzWT;CfP: Alberto Moravia: nuovi approcci per il terzo millennio
rom2286;27.05.2010;kaST;beWS;spIT spWR spÜG;dzLW dzSW dzMK dzWT;Leitungsstelle in der Programmabteilung 100%
rom2549;27.05.2012;kaWI;beAM;spFR;dzLW;Nouveau site de la société d'études Benjamin Fondane
rom1729;27.05.2012;kaWI;beAM;spÜG;dzLW;Habilitandenkreis des Zentrums für Literaturforschung (Berlin)
rom2369;27.05.2013;kaTA;beTP;spIT;dzLW dzMK;Letteratura Italiana Letteratura Europea – Cultura Italiana Cultura Europea
rom1713;27.05.2013;kaTA;beSV;spIT;dzLW dzSW dzMK;Giornata Studi Italo-Tedeschi / DIS-Tag
rom0137;27.05.2013;kaST;beWS;spÜG;dzMK;2 Promotionsstellen im Rahmen der Nachwuchsgruppe „Revolten als Kommunikationsereignisse in der Frühen Neuzeit“ (Entgeltgruppe 13 TV-L / 50%-70%)
rom3056;27.06.2010;kaWI;beFJR;spFR spIT spPT spES spWR;dzLW dzSW dzMK dzSP dzDK;Tagungsbericht XXVI. Forum Junge Romanistik Repräsentationsformen von Wissen
rom0222;27.06.2011;kaWI;beSTU;spIT spÜG;dzLW dzSW dzMK dzSP dzDK dzWT;4 Studienplätze im deutsch-italienischen Doppelabschlussprogramm Dresden/ Trento
rom1757;27.06.2012;kaTA;beTP;spIT;dzLW;I. Giornata Petrarchesca
rom0523;27.06.2012;kaWI;beAM;spFR;dzMK;AutorInnenanfrage: Artikel Frankreich aus Frauenperspektiven Weltgebetstag
rom0149;27.06.2012;kaST;beWS;spFR spIT spPT spES spWR spÜG;dzSW dzWT;2 Stellen wiss. Mitarbeiter/innen FWF-Projekt Netzwerk des Wissens'
rom3514;27.06.2013;kaST;beWS;spFR spIT spPT spES spÜG;dzLW dzMK;Wiss. Mitarbeiter/in (Postdoc) Expertenkulturen des 12. bis 18. Jahrhunderts
rom3653;27.06.2013;kaST;beWS;spÜG;dzLW dzMK;Wissenschaftliche/r Mitarbeiter/in (Postdoc) am Graduiertenkolleg „Expertenkulturen des 12. bis 18. Jahrhunderts“
rom3349;27.06.2013;kaST;bePR;spÜG;dzLW dzMK;W2-Professur: Erzähltheorie und Storytelling im gestalterischen Umfeld
rom2667;27.06.2013;kaWI;beAM;spÜG;dzLW dzSW dzMK dzDK;Preis des Deutschen Hochschulverbandes
rom1417;27.06.2013;kaTA;beTA;spES;dzMK;Die argentinische Literatur und der Film – Der argentinische Film und die Literatur
rom3331;27.06.2013;kaST;bePR;spÜG;dzMK;W1-Juniorprofessur für Buchwissenschaft
rom0400;27.06.2013;kaTA;beTA;spFR spIT spPT spES spÜG;dzSW;Arbeitsgruppe auf der Jahrestagung 2014 der DGfS: Grammatical categories in macro- and microcomparative linguistics
rom0883;27.07.2009;kaTA;beTA;spPT spES;dzMK;CfP: II Seminario Internacional Reforma del Estado y Ciudadanía
rom0495;27.07.2011;kaWI;beAM;spFR spIT spPT spES spWR;dzLW;Ausschreibung des Hugo Friedrich und Erich Köhler-Preises
rom2802;27.07.2011;kaST;beSTI;spÜG;dzMK dzWT;Promovenden-Kurzstipendium Europäische Studien 
rom2056;27.07.2011;kaST;beWS;spÜG;dzSW;Lecturer in Neurolinguistics/Psycholinguistics
rom1124;27.07.2012;kaTA;beTA;spFR spIT spPT spES spWR spÜG;dzSW;CfP: Sektion Diskurstraditionelles und Einzelsprachliches im Sprachwandel beim XXXIII. Romanistentag
rom0705;27.08.2008;kaTA;beTA;spÜG;dzLW;CfP: Alterität des Mittelalters? Aufforderung zur Revision eines Forschungsprogramms
rom2321;27.08.2009;kaST;beNW;spFR;dzLW dzSP dzDK;Lektor/in für französischsprachige Kinder- und Jugendliteratur (50%)
rom0203;27.08.2012;kaST;beSTI;spFR spPT spES spÜG;dzLW dzMK;3 Promotionsstipendien im ERC Advanced Grant Projekt DramaNet
rom0481;27.09.2010;kaTA;beTA;spFR spIT spPT spES spWR spÜG;dzLW dzSW dzMK dzSP;Aufruf zur Sektionsbildung zum XXXII. Deutschen Romanistentag in Berlin 2011
rom1696;27.09.2011;kaWI;beAM;spFR spIT spPT spES spWR spÜG;dzLW;Germanisch-Romanische Monatsschrift: Einsendung von Texten
rom1957;27.09.2011;kaTA;beTA;spES;dzLW dzMK;Kulturvermittler Spanien - Deutschland / Mediadores entre la cultura española y alemana
rom1113;27.09.2011;kaTA;beTA;spÜG;dzLW dzMK;CfP Sektion African Geo/Graphies: The Literary Production of (Other) Spaces
rom0521;27.09.2011;kaTA;beSV;spES spÜG;dzMK;Ausstellung Traspasar fronteras / Über Grenzen hinaus. Ein Jahrhundert deutsch-spanische Wissenschaftsbeziehungen
rom1285;27.09.2011;kaST;bePR;spÜG;dzMK;Chair in European Film (Birmingham)
rom3494;27.09.2012;kaST;beWS;spFR spES;dzDK;Wiss. Mitarbeiter/in (Halbe Stelle):  Didaktik der romanischen Sprachen und Literaturen
rom3141;27.09.2012;kaST;beSTI;spÜG;dzLW;Udo-Keller-Stipendium für Gegenwartsforschung: Religion und Moderne
rom3249;27.09.2012;kaST;bePR;spFR spES;dzLW dzMK;Vertretung (W 3) Lehrstuhl für Romanische Literaturen und Kulturen
rom3153;27.09.2012;kaTA;beTP;spFR spIT spES;dzLW dzSW dzMK;Unité et diversité dans le discours sur le vin en Europe
rom1728;27.09.2012;kaTA;beTP;spES;dzMK;Guatemala: Nunca más – Niemals wieder
rom3667;27.09.2012;kaST;beWS;spÜG;dzSW;Wissenschaftliche/r Mitarbeiter/in: Texttechnologie und Datenbanken
rom0663;27.10.2010;kaTA;beTA;spIT;dzLW dzMK dzWT;CfP: 150 Years of United Italy
rom0510;27.10.2010;kaST;beNW;spES;dzSP dzWT;Ausschreibung Lektorat Spanisch (100 %)
rom3357;27.10.2011;kaST;bePR;spFR spIT spES;dzDK;W2-Professur für Fachdidaktik der romanischen Sprachen
rom0047;27.10.2011;kaST;beSTI;spÜG;dzLW;10 Promotionsstipendien: Friedrich Schlegel Graduiertenschule für literaturwissenschaftliche Studien
rom0880;27.10.2011;kaTA;beTA;spES;dzLW dzMK;CfP: II Congreso BETA Escritura(s) y Reescritura(s) en el Mundo Hispánico
rom1871;27.10.2011;kaTA;beTP;spFR;dzLW dzMK;Journée d’études - Interculturalité en temps de guerre. Littérature médias et mémoires
rom0048;27.10.2011;kaST;beSTI;spÜG;dzLW dzMK;10 Promotionsstipendien: Graduate School der Leuphana Universität Lüneburg
rom0083;27.10.2011;kaST;beSTI;spÜG;dzLW dzMK;13 Stipendien für Doktoranden/-innen 1 Stelle als Postdoktorand/in 1 Stelle als Koordinator/in: Graduiertenkolleg Präsenz und implizites Wissen
rom2928;27.10.2011;kaTA;beTP;spES;dzLW dzMK dzWT;Simposio Humboldt: Política violencia y democracia entre lo global y lo local. / Politik Gewalt und Demokratie zwischen dem Globalen und dem Lokalen
rom0028;27.10.2011;kaST;beSTI;spÜG;dzLW dzSW dzMK;10 Doktorandenstipendien: Languages of Emotion
rom1956;27.10.2011;kaST;beNW;spES;dzMK;Kulturreferent/in am Instituto Cervantes (1x Frankfurt 1x Auslandsstelle)
rom3347;27.10.2011;kaST;bePR;spÜG;dzMK;W2-Professur: Angewandte Kultur- und Sprachwissenschaften
rom3244;27.10.2012;kaWI;beAM;spÜG;dzLW dzMK;Verleihung des Hugo Friedrich und Erich-Köhler-Preises für Romanische Literaturwissenschaft
rom1066;27.11.2009;kaTA;beTA;spFR spIT spPT spES spÜG;dzLW dzSW dzMK;CfP: Realisms in Contemporary Culture: Theories Politics and Medial Configurations
rom3737;27.11.2009;kaWI;beAM;spPT spES;dzLW dzSW dzMK dzSP dzDK;Zs.: Kulturzeitschrift Humboldt – Essays zum Kulturdialog zwischen Deutschland der Iberischen Halbinsel und Lateinamerika
rom1742;27.11.2011;kaST;beSTI;spES spÜG;dzLW;Hilde-Domin-Stipendium für lateinamerikanisch-deutsche Literaturbeziehugen
rom1872;27.11.2011;kaTA;beTP;spFR;dzLW dzMK;Journée d’études : Jean-Richard Bloch et les Arts plastiques
rom0805;27.11.2012;kaTA;beTA;spFR spÜG;dzLW dzMK;CfP: Die Vielfalt der Sattelzeit. Strukturen und Tendenzen des historischen Erzählens um 1800 im deutsch-französischen Vergleich 
rom2808;27.11.2012;kaWI;beAM;spFR spÜG;dzLW dzMK;Public Lecture Kala Pani Discursivity: Framing Indo-Caribbean-ness in a Comparative Francophone / Anglophone Context
rom0529;27.11.2012;kaTA;beTP;spÜG;dzLW dzMK;Bauten – Rituale – Aufführungen. Medieninnovationen im Nordeuropa des 17. Jahrhunderts
rom0809;27.11.2012;kaWI;beAM;spÜG;dzLW dzMK dzWT;CfP: Discourses of Anger in the Early Modern Period
rom2205;27.11.2012;kaST;beWS;spFR;dzSP dzDK;Lehrkraft für besondere Aufgaben (LektorIn Französisch 100%)
rom1096;27.11.2013;kaTA;beTA;spFR;dzLW dzSW;CfP: Sektion 12 Schnittstelle(n) (der) Philologie beim 9. Kongress des Frankoromanistenverbands
rom0807;27.11.2013;kaTA;beTA;spÜG;dzLW dzSW;CfP: Digital Humanities – methodischer Brückenschlag oder ‚feindliche Übernahme‘? Chancen und Risiken der Begegnung zwischen Geisteswissenschaften und Informatik: Jahrestagung der Digital Humanities im deutschsprachigen Raum
rom2877;27.11.2013;kaWI;beAM;spFR spIT spPT spES spWR spÜG;dzSP;Saarbrücker Übersetzungsbibliographie - Latein: Zweiter Newsletter / Second Newsletter
rom0526;27.12.2010;kaTA;beTA;spFR spIT spPT spES spWR spÜG;dzLW dzMK;CfP: Sektion Avantgarden und ihre (R-)Evolution der Zeichen - 13. Internationaler Kongress der Deutschen Gesellschaft für Semiotik
rom0675;27.12.2011;kaTA;beTA;spÜG;dzSW;CfP: 27. Arbeitstagung des AKS (Arbeitskreis der Sprachenzentren Sprachlehrinstitute und Fremdspracheninstitute e.V.)
rom3160;27.12.2013;kaST;beWS;spÜG;dzLW dzMK;Universitätsassistent/in Literaturwissenschaft/Kulturwissenschaft
rom0197;27.12.2013;kaTA;beTA;spPT spES spWR;dzSW;3. Internationales Kolloquium zu historischen Corpora der Iberoromanischen Sprachen / III Coloquio Internacional sobre Corpus diacrónicos en lenguas iberorrománicas / 3rd International Conference on Ibero-Romance Historical Corpora
rom2270;28.01.2008;kaWI;beAM;spFR spIT spPT spES spWR;dzLW dzSW dzMK dzSP dzDK;Leibniz Universität ohne Leibniz? - Offener Brief des Vorsitzenden des DRV an den Präsidenten der Universität Hannover
rom1791;28.01.2009;kaTA;beTP;spES;dzLW dzMK;Int. Symposion: Trans*Chile. Celebración del Convenio Interuniversitario
rom2417;28.01.2009;kaWI;beSTU;spFR spPT spES spÜG;dzLW dzSW dzMK;Master InterAmerikanische Studien
rom2206;28.01.2010;kaST;beNW;spPT;dzSP;Lehrkraft für besondere Aufgaben (Lektor/in) für Brasilianisches Portugiesisch
rom0759;28.01.2010;kaTA;beTA;spFR spIT spPT spES spWR;dzSW;CfP: Congreso Internacional de la Sociedad de Lingüística 2010
rom0132;28.01.2011;kaST;beSTI;spPT spES;dzLW dzMK;2 Postdoktorandenstipendien intern. Graduiertenkolleg Zwischen Räumen
rom1089;28.01.2012;kaTA;beTA;spÜG;dzSW;CfP Second Language Research Forum 2012 “Building Bridges Between Disciplines: SLA in Many Contexts”
rom0682;28.01.2013;kaTA;beTA;spPT spÜG;dzLW dzSW dzMK;CfP: 3ème Colloque International d'Études d'Intermédialité de l'ISMAI
rom3184;28.01.2013;kaST;bePR;spÜG;dzMK dzWT;Universitätsprofessor/Universitätsprofessorin für Interkulturelle Kommunikations- und Risikoforschung
rom1900;28.01.2013;kaST;bePR;spFR spES;dzSP dzDK;Juniorprofessur (W 1) für die Didaktik des Französischen und des Spanischen
rom0654;28.01.2013;kaTA;beTA;spÜG;dzSW;CfA: Winterschule des Europäischen Zentrums für Sprachwissenschaften
rom2899;28.01.2013;kaTA;beSV;spFR;dzWT;Semaine de la langue française et de la francophone
rom1507;28.01.2014;kaST;beWS;spÜG;dzLW;Eine Postdoc Stelle im GRK 1767 Faktuales und fiktionales Erzählen
rom0429;28.01.2014;kaST;beWS;spPT;dzMK;Assistant Professor in Brazilian Studies
rom2760;28.02.2008;kaST;bePR;spFR spÜG;dzLW;Professur (W3) im Fach Allgemeine und Vergleichende Literaturwissenschaft
rom2537;28.02.2008;kaWI;beSTU;spFR spES spWR;dzLW dzSW dzMK dzSP;Neuer Studiengang: »Romanische Kulturen: Sprache Literatur Geschichte«
rom3459;28.02.2008;kaST;beWS;spWR;dzLW dzSW dzSP;Wiss. Angestellte/Angestellter Rumänisch
rom2827;28.02.2008;kaST;beWS;spÜG;dzWT;Referentin/Referenten an der Stabsstelle Strategische Forschungsentwicklung
rom1050;28.02.2011;kaTA;beTA;spFR spIT spPT spES spWR spÜG;dzLW dzMK;CfP: Playing False: Representations of Betrayal
rom0958;28.02.2011;kaTA;beTA;spFR;dzLW dzMK dzWT;CfP: Le Grenier des Goncourt
rom0854;28.02.2011;kaTA;beTA;spFR spIT spPT spES spÜG;dzLW dzSW dzMK;CfP: Gefühle sprechen. Emotionen an den Anfängen und Grenzen der Sprache
rom1534;28.02.2011;kaWI;beAM;spFR spIT spPT spES spWR spÜG;dzLW dzSW dzMK dzSP dzDK;Erklärung von Hochschullehrerinnen und Hochschullehrern  zu den Standards akademischer Prüfungen
rom0643;28.02.2012;kaTA;beSV;spFR spIT spPT spES spÜG;dzLW dzMK;CfA: Mimesis Archiv für Mediengeschichte 12
rom0574;28.02.2012;kaST;beSTI;spFR;dzLW dzSW dzMK;Bourses d'études/Ecole normale supérieure Paris
rom1645;28.02.2012;kaWI;beAM;spFR;dzMK dzSP dzWT;Französische Sommeruniversität 2012: L'Écologie en France - Enjeux et défis
rom3652;28.02.2013;kaST;beWS;spFR spES;dzLW dzMK;Wissenschaftliche/r Mitarbeiter/in (Post-Doc) im Graduiertenkolleg Kulturkontakt und Wissenschaftsdiskurs (Universität Rostock)
rom2413;28.02.2013;kaTA;beTP;spÜG;dzLW dzMK;Marsilius-Akademie 2013: Summer School zum Thema Gewalt und Altruismus - Interdisziplinäre Annäherungen an ein grundlegendes Thema des Humanen
rom2191;28.02.2013;kaST;beWS;spES;dzSP;Lehrkraft für besondere Aufgaben im Bereich Wirtschaftssprachen Englisch und Spanisch
rom2272;28.02.2013;kaST;beNW;spÜG;dzSP;Leiter/-in des Zentrums für Sprachen und Internationales
rom3147;28.03.2011;kaTA;beTP;spFR spES spÜG;dzLW;Umstrittene Moderne. Die kulturellen Hegemonien des Naturalismus
rom1141;28.03.2011;kaTA;beTA;spPT;dzLW;CfP: Sektion Reise nach Lusofonia. Beschreibungen von Reisen in die lusophone Welt im 19. Jahrhundert (Lusitanistentag)
rom0188;28.03.2011;kaST;beSTI;spFR spIT spPT spES spÜG;dzLW dzMK;3 Doktorandenstipendien Graduiertenkolleg Mediale Historiographien
rom3535;28.03.2011;kaST;beWS;spFR spIT spPT spES spÜG;dzLW dzSW;Wiss. Mitarbeiter/in (Vollzeit E13 TV-L) BMBF-Projekt TextGrid
rom2937;28.03.2011;kaWI;beAM;spÜG;dzLW dzSW dzMK dzDK;Sofja Kovalevskaja-Preis - Spitzenforschungspreis für die besten Nachwuchswissenschaftlerinnen und -wissenschaftler aus dem Ausland
rom1373;28.03.2011;kaTA;beTP;spIT spÜG;dzMK;Das Risorgimento in transnationaler Perspektive
rom1184;28.03.2011;kaTA;beTA;spFR spIT spPT spES spWR spÜG;dzSW;CfP: Symposium Language change / Sprachwandel (Erinnerung)
rom1990;28.03.2011;kaTA;beTA;spFR spÜG;dzSW;CfP: Langues en contact: le français à travers le monde
rom2472;28.03.2013;kaTA;beTP;spES;dzLW;Nach Graciáns Künsten - Workshop
rom0086;28.03.2013;kaST;beWS;spÜG;dzLW dzMK;15 PhD memberships: Literary and Cultural Studies (IPP)
rom0367;28.03.2013;kaST;bePR;spÜG;dzLW dzSW dzMK dzDK;Alexander von Humboldt-Professur
rom2177;28.03.2013;kaST;beNW;spFR spES;dzSP;Lehrkraft für besondere Aufgaben Englisch sowie Spanisch oder Französisch
rom1744;28.04.2008;kaWI;beAM;spÜG;dzLW dzMK;HiN IX 16 (2008) ist online - Internationale Zeitschrift für Humboldt-Studien
rom2606;28.04.2009;kaTA;beTP;spFR;dzLW;Plaisir à Mandiargues. Colloque du centenaire (1909-1991)
rom1110;28.04.2009;kaTA;beTA;spPT spWR;dzLW dzSW dzMK;CfP: Sektion 7: »Infrakultur und Eixo Atlántico« / 8. Deutscher Lusitanistentag
rom2040;28.04.2011;kaST;beWS;spES;dzLW dzMK;Lecturer in Hispanic Studies
rom2059;28.04.2011;kaST;beWS;spPT;dzLW dzMK;Lecturer in Portuguese Studies
rom3292;28.04.2011;kaTA;beTP;spÜG;dzLW dzMK;Von Tätern und Opfern: Zur medialen Darstellung politisch und ethnisch motivierter Gewalt im 20./21. Jahrhundert
rom3627;28.04.2011;kaST;beWS;spIT;dzLW dzSW dzMK;Wissenschaftliche/r Mitarbeiter/in für die Virtuelle Fachbibliothek Romanischer Kulturkreis (50%)
rom0688;28.04.2011;kaTA;beTA;spPT spES spÜG;dzLW dzSW dzMK dzWT;CfP: 54 INTERNATIONAL CONGRESS OF AMERICANISTS  BUILDING DIALOGUES IN THE AMERICAS 
rom0076;28.04.2011;kaST;beSTI;spÜG;dzMK;12 Research Fellowships (FRIAS School of History): Vergleichende europäische Geschichte des 18. bis 20. Jahrhunderts
rom2046;28.04.2011;kaST;beWS;spIT;dzMK dzSP;Lecturer in Italian
rom0606;28.04.2011;kaWI;beAM;spIT;dzSP dzDK;Certificazione DITALS: Nuova sede d'esame a Jena
rom2640;28.04.2011;kaST;beSTI;spFR;dzSW;Postdoctoral Research Fellow in French Applied Linguistics
rom1288;28.04.2011;kaST;bePR;spÜG;dzSW;Chair: Sociolinguistics / Language Variation and Change
rom1793;28.05.2008;kaTA;beTP;spFR spIT;dzLW dzMK;Int. Tagung: Der Salon als transfergenerierender Kulturraum
rom3033;28.05.2008;kaTA;beTA;spES spÜG;dzMK;Summer School: Cine documental latinoamericano
rom3318;28.05.2009;kaST;bePR;spES;dzLW;W 2 - Professur Romanische Literaturwissenschaft Schwerpunkt Hispanistik
rom0302;28.05.2009;kaST;beWS;spÜG;dzLW dzSW;Acht Doktorandenstellen: Textualität in der Vormoderne
rom3148;28.05.2009;kaST;beWS;spES;dzMK dzSP;Una lectora/un lector ELE a tiempo complete y de una lectora/un lector de ELE a tiempo parcial (50 %)
rom0040;28.05.2009;kaST;beSTI;spÜG;dzSW;10 Ph.D. Scholarships in Linguistics “Frequency effects in language”
rom0227;28.05.2011;kaTA;beSV;spFR;dzMK dzWT;5. Deutsch-französische Sommeruniversität Saarbrücken–Nantes: H2O: Wasser Leben Erleben – eau source ressource
rom2975;28.05.2011;kaST;beNW;spFR;dzWT;Stelle als Junge(r) Botschafter(in) 
rom1558;28.05.2012;kaTA;beSV;spFR spIT spPT spES spWR spÜG;dzLW dzSW dzMK;Europäische Sommeruniversität Leipzig: Kulturen & Technologien: Teilnahmegebühren drastisch reduziert
rom2542;28.05.2013;kaWI;beAM;spFR spIT spPT spES spÜG;dzSW;Newsletter Saarbrücker Übersetzungsbibliographie
rom1996;28.06.2008;kaWI;beAM;spFR spIT spPT spES spWR spÜG;dzLW dzMK;Le beau la mode et le bonheur. Die Maskeraden der Schönheit: Artikelausschreibung der Zeitschrift Grenzgänge
rom3675;28.06.2010;kaTA;beTP;spÜG;dzLW dzMK dzWT;Wissensformen und Wissensnormen des ZUSAMMENLEBENS. Literatur - Kultur - Geschichte - Medien
rom2429;28.06.2010;kaWI;beSTU;spFR;dzLW dzSW dzMK dzSP dzDK;Masterstudiengang Études Francophones mit Schwerpunkt Afrika oder Amerika
rom2091;28.06.2010;kaST;beWS;spES spÜG;dzMK dzWT;Lectureship in Spanish and European Studies King's College London - School of Arts and Humanities
rom0362;28.06.2011;kaWI;beAM;spFR spÜG;dzLW dzMK dzWT;Alain Badiou: Political Theater/Theater des Politischen
rom0114;28.06.2012;kaST;beSTI;spÜG;dzLW dzMK;2 Junior Fellowships im Kulturwissenschaftlichen Kolleg: Exzellenzcluster „Kulturelle Grundlagen von Integration“
rom3772;28.06.2012;kaWI;beAM;spFR;dzLW dzSW dzMK dzDK;Zur Situation der deutsch-französischen Beziehungen
rom2063;28.06.2012;kaST;beWS;spES;dzMK;Lecturer in Spanish
rom2908;28.06.2012;kaST;beWS;spFR;dzMK;Senior Lecturer in French
rom2447;28.06.2013;kaTA;beTP;spFR spÜG;dzLW;Meditating Migration. Meta/Textualities in Transcultural African Narratives
rom0644;28.06.2013;kaTA;beTA;spES;dzLW dzSW dzMK;CfA para la revista Amerika
rom2841;28.07.2010;kaWI;beAM;spIT;dzLW dzMK;Rezensionsangebote Modern Italy
rom3626;28.07.2011;kaST;beWS;spFR spPT spES;dzLW dzMK;Wissenschaftliche/r Mitarbeiter/in für den interdisziplinären und integrativen Masterstudiengang The Americas - Las Américas - Les Amériques
rom2328;28.07.2011;kaST;beNW;spFR;dzSP;Lektor/in für Wirtschaftsfranzösisch
rom3593;28.07.2011;kaST;beWS;spFR spES;dzSW;Wissenschaftliche/r Mitarbeiter/in 100% (Sprachwissenschaft spanisch / französisch)
rom1881;28.07.2011;kaST;bePR;spÜG;dzSW;Junior professorship (W 1) for Psycho-/Neurolinguistics
rom3296;28.07.2012;kaTA;beSV;spES spÜG;dzLW dzMK;Vortrag: Humboldt und die Emanzipation Hispanoamerikas 
rom0725;28.08.2011;kaWI;beAM;spFR spÜG;dzLW dzMK dzWT;CfP: Cambridge French Graduate Research Seminar Series 
rom1625;28.08.2012;kaTA;beTA;spPT;dzLW;Seminário Internacional: Cânone Margem e Periferia nos Espaços de Língua Portuguesa
rom2325;28.08.2012;kaST;beWS;spES;dzSP;Lektor/in für Spanisch
