id;datum;klasse;kategorie;sprachen;gebiete;titel
rom2338;02.03.2011;Stellen;Wissenschaftliche Stelle;Französisch;Sprachpraxis;Lektorin/Lektor für Französisch (100%)
rom2078;01.12.2011;Stellen;Nichtwissenschaftliche Stelle;Französisch;Sprachpraxis;Lecturer/Senior Lecturer in French Language (0.6 FTE)
rom2315;01.12.2009;Stellen;Nichtwissenschaftliche Stelle;Französisch;Sprachpraxis;Lektor/in für Französisch
rom2152;01.08.2011;Stellen;Wissenschaftliche Stelle;Französisch;Sprachpraxis;Lehrkraft für besondere Aufgaben Französisch 50%
rom1641;29.05.2011;Weitere Informationen;Allgemeine Mitteilung;Französisch;Medien-/Kulturwissenschaft Weitere Teilbereiche;Französische Sommeruniversität Frankreich-Zentrum Freiburg
rom0227;28.05.2011;Tagungen;Sonstige Veranstaltung;Französisch;Medien-/Kulturwissenschaft Weitere Teilbereiche;5. Deutsch-französische Sommeruniversität Saarbrücken–Nantes: H2O: Wasser Leben Erleben – eau source ressource
rom2425;27.04.2012;Weitere Informationen;Studium;Französisch;Medien-/Kulturwissenschaft Weitere Teilbereiche;Master- und Aufbaustudiengänge am Frankreich-Zentrum der Universität Freiburg
rom2119;27.02.2012;Stellen;Wissenschaftliche Stelle;Französisch;Medien-/Kulturwissenschaft Weitere Teilbereiche;Lehrkraft für bes. Aufgaben: Französisch (Interkulturelle Kommunikation Landeskunde Kulturwiss.)
rom2653;22.10.2012;Weitere Informationen;Allgemeine Mitteilung;Französisch;Medien-/Kulturwissenschaft Weitere Teilbereiche;PRAKTIKANT/IN am deutsch‐französischen forum junger kunst in Bayreuth.
rom2467;20.03.2012;Stellen;Stipendium;Französisch;Medien-/Kulturwissenschaft Weitere Teilbereiche;Mobilitätsstipendien dt.-frz. Doktorandenkolleg Kulturkonflikte-Konfliktkulturen (Univ. Tübingen/Aix-en-Provence)
rom3132;19.05.2011;Weitere Informationen;Studium;Französisch;Medien-/Kulturwissenschaft Weitere Teilbereiche;Trinationaler Master-Studiengang „Deutsch-Französische Studien: Grenzüberschreitende Kommunikation und Kooperation“
rom1737;18.04.2011;Weitere Informationen;Allgemeine Mitteilung;Französisch;Medien-/Kulturwissenschaft Weitere Teilbereiche;Herbstkurs Wissenschaftssprache Franzoesisch (DFK und DHI Paris)
rom0098;17.05.2011;Tagungen;Tagungsprogramm;Französisch;Medien-/Kulturwissenschaft Weitere Teilbereiche;1871: La Commune de Paris dans le XXe arrondissement et les quartiers populaires
rom3278;09.11.2010;Stellen;Stipendium;Französisch;Medien-/Kulturwissenschaft Weitere Teilbereiche;Visiting Fellowship in French History 2011-12
rom0968;06.09.2011;Tagungen;Tagungsausschreibung;Französisch;Medien-/Kulturwissenschaft Weitere Teilbereiche;CfP: Les Anti-modernes? Courants conservateurs dans l'art francais 1900-1925
rom3289;02.05.2012;Tagungen;Tagungsausschreibung;Französisch;Medien-/Kulturwissenschaft Weitere Teilbereiche;Vom Vergleich zur Verflechtung: Deutschland und Frankreich im 20. Jahrhundert
rom3133;02.05.2011;Weitere Informationen;Studium;Französisch;Medien-/Kulturwissenschaft Weitere Teilbereiche;Trinationaler Master-Studiengang „Deutsch-Französische Studien: Grenzüberschreitende Kommunikation und Kooperation“
rom1942;01.05.2011;Tagungen;Tagungsprogramm;Französisch;Medien-/Kulturwissenschaft Weitere Teilbereiche;Centenaire de la constitution de 1911 de l'Alsace Lorraine - Strasbourg 05/11
rom1645;28.02.2012;Weitere Informationen;Allgemeine Mitteilung;Französisch;Medien-/Kulturwissenschaft Sprachpraxis Weitere Teilbereiche;Französische Sommeruniversität 2012: L'Écologie en France - Enjeux et défis
rom2654;02.03.2010;Stellen;Nichtwissenschaftliche Stelle;Französisch;Medien-/Kulturwissenschaft Sprachpraxis Didaktik Weitere Teilbereiche;Praktikant/in für den französischen Alumni-Verein der Universität Heidelberg in Paris
rom2158;31.01.2008;Stellen;Wissenschaftliche Stelle;Französisch;Medien-/Kulturwissenschaft Sprachpraxis;Lehrkraft für besondere Aufgaben (Französisch)
rom2147;30.05.2012;Stellen;Wissenschaftliche Stelle;Französisch;Medien-/Kulturwissenschaft Sprachpraxis;Lehrkraft für besondere Aufgaben / Französisch
rom2031;25.10.2012;Stellen;Wissenschaftliche Stelle;Französisch;Medien-/Kulturwissenschaft Sprachpraxis;Lecturer in French Studies
rom1646;18.06.2013;Tagungen;Sonstige Veranstaltung;Französisch;Medien-/Kulturwissenschaft Sprachpraxis;Französische Sommeruniversität 2013 Frankreich-Zentrum Freiburg
rom3073;14.06.2012;Stellen;Wissenschaftliche Stelle;Französisch;Medien-/Kulturwissenschaft Sprachpraxis;Teaching Fellow in French
rom2153;14.01.2013;Stellen;Wissenschaftliche Stelle;Französisch;Medien-/Kulturwissenschaft Sprachpraxis;Lehrkraft für besondere Aufgaben (Französisch)
rom3091;12.09.2010;Stellen;Wissenschaftliche Stelle;Französisch;Medien-/Kulturwissenschaft Sprachpraxis;Teaching Fellow (French)
rom2029;10.05.2012;Stellen;Wissenschaftliche Stelle;Französisch;Medien-/Kulturwissenschaft Sprachpraxis;Lecturer in French Studies
rom2154;10.02.2014;Stellen;Wissenschaftliche Stelle;Französisch;Medien-/Kulturwissenschaft Sprachpraxis;Lehrkraft für besondere Aufgaben Französisch
rom1401;08.02.2013;Stellen;Wissenschaftliche Stelle;Französisch;Medien-/Kulturwissenschaft Sprachpraxis;DeutschMobil in Frankreich: Zehn Lektoren für das Programmjahr 2013/14 gesucht
rom2907;01.07.2013;Stellen;Wissenschaftliche Stelle;Französisch;Medien-/Kulturwissenschaft Sprachpraxis;Senior Lecturer (Französisch)
rom2105;30.08.2011;Weitere Informationen;Allgemeine Mitteilung;Französisch;Medien-/Kulturwissenschaft Didaktik;Lehrerfortbildung Communication interculturelle en classe de FLE
rom1132;14.11.2011;Tagungen;Tagungsausschreibung;Französisch;Medien-/Kulturwissenschaft Didaktik;CfP: Sektion Intermedialität im Französischunterricht Frankoromanistentag 2012
rom3699;14.06.2013;Tagungen;Sonstige Veranstaltung;Französisch;Medien-/Kulturwissenschaft Didaktik;Wozu im Zeitalter der Globalisierung noch die Sprache des Nachbarn lernen?
rom1483;13.12.2012;Stellen;Wissenschaftliche Stelle;Französisch;Medien-/Kulturwissenschaft Didaktik;Doktorand/in Französisch in der Volksschule der deutschsprachigen Schweiz (1830-2000)
rom0346;03.02.2011;Stellen;Wissenschaftliche Stelle;Französisch;Medien-/Kulturwissenschaft Didaktik;Akademische/r Mitarbeiter/in: Studiengang Europalehramt (Institut für Bilingualität und Europäische Kulturstudien)
rom2355;31.10.2012;Weitere Informationen;Studium;Französisch;Medien-/Kulturwissenschaft;'Les médias imaginaires ? - Intermediale und mediendidaktische Blicke auf das Kino von Xavier Dolan'
rom0009;31.10.2010;Tagungen;Tagungsprogramm;Französisch;Medien-/Kulturwissenschaft;1. Max-Lingner-Kolloquium: Die Welt der Pariser Wochenzeitschrift Monde (1928-1935)
rom1378;30.05.2013;Tagungen;Tagungsprogramm;Französisch;Medien-/Kulturwissenschaft;Der Algerienkrieg im Film - Studientag / Journée d’études
rom1020;30.05.2009;Tagungen;Tagungsausschreibung;Französisch;Medien-/Kulturwissenschaft;CfP: Mythen und Tabus in den deutsch-französischen Beziehungen des 20. Jahrhunderts
rom2671;28.10.2009;Weitere Informationen;Bibliothek;Französisch;Medien-/Kulturwissenschaft;Pressearchiv des dfi jetzt online
rom2908;28.06.2012;Stellen;Wissenschaftliche Stelle;Französisch;Medien-/Kulturwissenschaft;Senior Lecturer in French
rom0523;27.06.2012;Weitere Informationen;Allgemeine Mitteilung;Französisch;Medien-/Kulturwissenschaft;AutorInnenanfrage: Artikel Frankreich aus Frauenperspektiven Weltgebetstag
rom1019;23.06.2009;Tagungen;Tagungsausschreibung;Französisch;Medien-/Kulturwissenschaft;CfP: Musik – Kontext und zurück: Interdisziplinäre Perspektiven auf Musik als Forschungsobjekt
rom1496;22.01.2009;Stellen;Wissenschaftliche Stelle;Französisch;Medien-/Kulturwissenschaft;Drei wiss. Mitarbeiter/innen Sinnlichkeit - Materialität - Anschauung. Ästhetische Dimensionen kultureller Übersetzungsprozesse in der Weimarer Klassik
rom0535;21.12.2009;Weitere Informationen;Mittelbau;Französisch;Medien-/Kulturwissenschaft;Berlinale 2010: Junge deutsch-französische Jury in der Sektion Perspektive Deutsches Kino gesucht
rom3213;21.05.2008;Tagungen;Sonstige Veranstaltung;Französisch;Medien-/Kulturwissenschaft;Université d'été: La France et les États-Unis
rom0658;20.12.2013;Tagungen;Tagungsausschreibung;Französisch;Medien-/Kulturwissenschaft;CfP: 11. Nachwuchstagung der Gesellschaft für Kanada-Studien (GKS): Imaginer à nouveau le Canada/ Re-imagining Canada
rom1647;20.04.2010;Tagungen;Sonstige Veranstaltung;Französisch;Medien-/Kulturwissenschaft;Französische Sommeruniversität  „Film et culture cinématographique en France“
rom2526;20.04.2010;Weitere Informationen;Studium;Französisch;Medien-/Kulturwissenschaft;Neuer Masterstudiengang Interkulturelle Studien. Deutschland und Frankreich
rom2084;18.08.2011;Stellen;Wissenschaftliche Stelle;Französisch;Medien-/Kulturwissenschaft;Lectureship French
rom2108;17.10.2013;Tagungen;Sonstige Veranstaltung;Französisch;Medien-/Kulturwissenschaft;Lehrerfortbildung Usages du cinéma: la France et la Francophonie à l'écran
rom0623;16.11.2011;Tagungen;Sonstige Veranstaltung;Französisch;Medien-/Kulturwissenschaft;CfA: Films d'histoire : la mémoire nationale mise en cause revue Relief
rom2359;16.09.2008;Tagungen;Tagungsprogramm;Französisch;Medien-/Kulturwissenschaft;Les relations artistiques franco-allemandes et leur contexte européen entre 1789 et 1870
rom1657;15.11.2012;Stellen;Wissenschaftliche Stelle;Französisch;Medien-/Kulturwissenschaft;French and Francophone Studies Research Fellow
rom3029;15.09.2010;Weitere Informationen;Studium;Französisch;Medien-/Kulturwissenschaft;Studium der deutsch-französischen Kulturbeziehungen in Paris (mit DAAD-Stipendium)
rom2837;14.04.2011;Stellen;Wissenschaftliche Stelle;Französisch;Medien-/Kulturwissenschaft;Research-Fellow: Mittelalter am DHI Paris
rom1384;13.06.2008;Weitere Informationen;Allgemeine Mitteilung;Französisch;Medien-/Kulturwissenschaft;Deutsch-französischer Master-Studiengang Medienkulturanalyse / Analyse des pratiques culturelles
rom0466;12.12.2008;Weitere Informationen;Allgemeine Mitteilung;Französisch;Medien-/Kulturwissenschaft;Aufruf: Centre Marc Bloch in Gefahr
rom2025;10.01.2013;Stellen;Wissenschaftliche Stelle;Französisch;Medien-/Kulturwissenschaft;Lecturer in French Philosophy
rom0591;09.01.2011;Weitere Informationen;Allgemeine Mitteilung;Französisch;Medien-/Kulturwissenschaft;Call for Contributions In Motion: Recent Developments in Caribbean Cinema
rom1582;09.01.2011;Tagungen;Tagungsprogramm;Französisch;Medien-/Kulturwissenschaft;Festivals et sociétés en Europe - XIXe-XXIe siècles - Autour du festival des Nuits de Bourgogne
rom2619;08.02.2011;Stellen;Wissenschaftliche Stelle;Französisch;Medien-/Kulturwissenschaft;Post-doc SHS bilingue (français et allemand) pour un programme de recherche sur la circulation transfrontalière des informations médiatique dans la Grande Région
rom2918;07.04.2011;Stellen;Wissenschaftliche Stelle;Französisch;Medien-/Kulturwissenschaft;Senior Teaching Associate in French Studies
rom3444;07.02.2008;Tagungen;Tagungsprogramm;Französisch;Medien-/Kulturwissenschaft;Watteau et la fête galante : l’actualité de la recherche  
rom1441;06.10.2011;Stellen;Nichtwissenschaftliche Stelle;Französisch;Medien-/Kulturwissenschaft;Direktor/in: Leitung des Deutschen Historischen Instituts Paris
rom1125;06.02.2012;Tagungen;Tagungsausschreibung;Französisch;Medien-/Kulturwissenschaft;CfP: Sektion Französischer Presse-Journalismus im Spannungsverhältnis von Print- und Online-Textualität  Termin verlängert bis 28.2.!!
rom3136;05.08.2010;Stellen;Stipendium;Französisch;Medien-/Kulturwissenschaft;Two Funded PhD Studentships in French Studies (modern French history and politics political institutions parties and elections political culture discourse and ideology)
rom0427;04.08.2011;Stellen;Professur;Französisch;Medien-/Kulturwissenschaft;Assistant Professor: French Revolution
rom3382;02.12.2010;Stellen;Professur;Französisch;Medien-/Kulturwissenschaft;W2-Professur: Romanische Sprachen mit dem Schwerpunkt Wirtschaftsfranzösisch
rom0969;02.08.2010;Tagungen;Tagungsausschreibung;Französisch;Medien-/Kulturwissenschaft;CfP: Les conditions de la circulation transfrontalière des informations médiatiques en Europe et dans la Grande Région
rom0508;02.04.2010;Tagungen;Sonstige Veranstaltung;Französisch;Medien-/Kulturwissenschaft;Ausschreibung für Sommerakademie in Paris: History Takes Place - Urban Change in Europe
rom0419;02.02.2010;Weitere Informationen;Mittelbau;Französisch;Medien-/Kulturwissenschaft;Artikelausschreibung: Postkolonial: deutsch-französische Perspektiven
rom0595;01.09.2011;Weitere Informationen;Allgemeine Mitteilung;Französisch;Medien-/Kulturwissenschaft;Call for Papers: Deutsch-französische Musiktransfers
rom2406;24.04.2012;Tagungen;Tagungsprogramm;Französisch;Literaturwissenschaft Weitere Teilbereiche;Marcel Prousts 'Recherche' und die Medizin
rom2564;22.02.2013;Stellen;Wissenschaftliche Stelle;Französisch;Literaturwissenschaft Weitere Teilbereiche;Ovide moralisé: Wissenschaftliche(r) Mitarbeiter(in) (2 Stellen 65%)
rom2607;15.05.2012;Tagungen;Tagungsprogramm;Französisch;Literaturwissenschaft Weitere Teilbereiche;Planète Rousseau. Zur heteronomen Genealogie der Moderne
rom2839;14.09.2011;Weitere Informationen;Allgemeine Mitteilung;Französisch;Literaturwissenschaft Weitere Teilbereiche;Reunion annuelle de la Societe Voltaire
rom3570;05.11.2010;Stellen;Wissenschaftliche Stelle;Französisch;Literaturwissenschaft Weitere Teilbereiche;Drei Wiss. Mitarbeiter/innen (65%): Erforschung altfranzösischer Fabliaux-Handschriften
rom1112;04.12.2013;Tagungen;Tagungsausschreibung;Französisch;Literaturwissenschaft Weitere Teilbereiche;CfP: Sektion 8: „Aussi devant ce Louvre une image m’opprime“. Dialogische Kunst im Werk Charles Baudelaires FRT 2014
rom3294;09.10.2011;Tagungen;Sonstige Veranstaltung;Französisch;Literaturwissenschaft Sprachwissenschaft Weitere Teilbereiche;Vorlesungsreihe: Junge französische Mediävisten zu Gast in Münster / La jeune génération des médiévistes français invitée à Münster
rom2026;26.01.2012;Stellen;Wissenschaftliche Stelle;Französisch;Literaturwissenschaft Sprachwissenschaft Sprachpraxis;Lecturer in French Studies
rom3613;24.09.2013;Stellen;Wissenschaftliche Stelle;Französisch;Literaturwissenschaft Sprachwissenschaft Sprachpraxis;Wissenschaftliche/r Mitarbeiter/in am Romanischen Seminar
rom2531;06.10.2010;Weitere Informationen;Studium;Französisch;Literaturwissenschaft Sprachwissenschaft Sprachpraxis;Neuer Masterstudiengang mit Spezialprogramm literarisches Übersetzen D-F/F-D Lausanne
rom1615;30.08.2012;Stellen;Stipendium;Französisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche;Forschungsstipendien an der Maison des Sciences de l’Homme (FMSH) Paris für promovierte deutsche Geistes- und  Sozialwissenschaftler 2013/2014
rom2563;30.05.2011;Tagungen;Tagungsprogramm;Französisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche;Ordo 8. Jahrestagung der International Medieval Society
rom3094;25.07.2011;Stellen;Wissenschaftliche Stelle;Französisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche;Temporary Lectureship in French Studies
rom1236;20.12.2012;Tagungen;Tagungsausschreibung;Französisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche;CfP:  VI. Forschungstag „Frankreich und Frankophonie“
rom1074;18.05.2011;Tagungen;Tagungsausschreibung;Französisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche;CfP: Rhétorique et traduction
rom2934;18.05.2011;Tagungen;Tagungsprogramm;Französisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche;Society for French Studies 52nd Annual Conference 
rom0842;09.12.2011;Tagungen;Tagungsausschreibung;Französisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche;CfP Französischer Presse-Journalismus im Spannungsverhältnis von Print- und Online-Textualität
rom1802;08.12.2007;Tagungen;Tagungsausschreibung;Französisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche;Interdisziplinärer Frankophonieforschertag
rom1033;02.11.2010;Tagungen;Tagungsausschreibung;Französisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche;CfP: Ordo - 8e symposium annuel de la Société Internationale des Médiévistes
rom3214;29.04.2008;Tagungen;Sonstige Veranstaltung;Französisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis Didaktik Weitere Teilbereiche;Université européenne d'été pour doctorants La santé - valeurs enjeux techniques
rom1803;28.12.2007;Tagungen;Tagungsausschreibung;Französisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis Didaktik Weitere Teilbereiche;Interdisziplinärer Frankophonieforschertag 
rom1607;08.02.2010;Weitere Informationen;Allgemeine Mitteilung;Französisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis Didaktik Weitere Teilbereiche;Forschung Bildung Hochschulwesen beim 12. Dt.-Frz. Ministerrat: Agenda der Zusammenarbeit bis 2020
rom2894;07.06.2008;Tagungen;Tagungsprogramm;Französisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis Didaktik Weitere Teilbereiche;Sektionenprogramme zum 6. Kongress des Frankoromanistenverbandes Normen - Normes
rom0504;29.02.2008;Weitere Informationen;Allgemeine Mitteilung;Französisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis Didaktik;Ausschreibung Dr. Meyer-Struckmann-Preis 2008: Forschungsleistungen Deutsch-Französische Beziehungen
rom0471;28.11.2011;Tagungen;Tagungsausschreibung;Französisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis Didaktik;Aufruf zur Beteiligung an den Sektionen beim 8. Kongress 2012 in Leipzig des Frankoromanistenverbandes [R]evolution der Medien
rom2429;28.06.2010;Weitere Informationen;Studium;Französisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis Didaktik;Masterstudiengang Études Francophones mit Schwerpunkt Afrika oder Amerika
rom1980;25.05.2009;Tagungen;Sonstige Veranstaltung;Französisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis Didaktik;La vie littéraire en France Sommeruniversität des Frankreich-Zentrums der Universität Freiburg
